FIPS,County name,State,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2018,Change 2010-2018,Change 2000-2018,Change 1990-2018
35013,Doña Ana County,New Mexico,"135,510","174,880","209,202","217,522",4.00%,19.60%,37.70%
35015,Eddy County,New Mexico,"48,605","51,633","53,823","57,900",7.60%,10.82%,16.05%
35017,Grant County,New Mexico,"27,676","31,004","29,510","27,346",-7.30%,-13.38%,-1.21%
35019,Guadalupe County,New Mexico,"4,156","4,677","4,686","4,341",-7.40%,-7.74%,4.26%
35021,Harding County,New Mexico,987,807,695,655,-5.80%,-23.21%,-50.69%
35023,Hidalgo County,New Mexico,"5,958","5,930","4,898","4,240",-13.40%,-39.86%,-40.52%
35025,Lea County,New Mexico,"55,765","55,528","64,727","69,611",7.50%,20.23%,19.89%
35027,Lincoln County,New Mexico,"12,219","19,374","20,495","19,556",-4.60%,0.93%,37.52%
35028,Los Alamos County,New Mexico,"18,115","18,347","17,950","19,101",6.40%,3.95%,5.16%
35029,Luna County,New Mexico,"18,110","24,986","25,095","23,963",-4.50%,-4.27%,24.43%
35031,McKinley County,New Mexico,"60,686","74,795","71,485","72,290",1.10%,-3.47%,16.05%
35033,Mora County,New Mexico,"4,264","5,178","4,881","4,506",-7.70%,-14.91%,5.37%
35035,Otero County,New Mexico,"51,928","62,195","63,832","66,781",4.60%,6.87%,22.24%
35037,Quay County,New Mexico,"10,823","10,088","9,040","8,253",-8.70%,-22.23%,-31.14%
35039,Rio Arriba County,New Mexico,"34,365","41,171","40,220","39,006",-3.00%,-5.55%,11.90%
35041,Roosevelt County,New Mexico,"16,702","18,022","19,840","18,743",-5.50%,3.85%,10.89%
35043,Sandoval County,New Mexico,"63,319","90,546","131,620","145,179",10.30%,37.63%,56.39%
35045,San Juan County,New Mexico,"91,605","113,812","130,045","125,043",-3.80%,8.98%,26.74%
35047,San Miguel County,New Mexico,"25,743","30,089","29,379","27,591",-6.10%,-9.05%,6.70%
35049,Santa Fe County,New Mexico,"98,928","129,304","144,227","150,056",4.00%,13.83%,34.07%
35051,Sierra County,New Mexico,"9,912","13,261","11,996","10,968",-8.60%,-20.91%,9.63%
35053,Socorro County,New Mexico,"14,764","18,056","17,861","16,735",-6.30%,-7.89%,11.78%
35055,Taos County,New Mexico,"23,118","29,981","32,935","32,835",-0.30%,8.69%,29.59%
35057,Torrance County,New Mexico,"10,285","16,894","16,375","15,591",-4.80%,-8.36%,34.03%
35059,Union County,New Mexico,"4,124","4,190","4,554","4,118",-9.60%,-1.75%,-0.15%
35061,Valencia County,New Mexico,"45,235","66,169","76,582","76,456",-0.20%,13.45%,40.84%
34001,Atlantic County,New Jersey,"224,327","253,210","274,521","265,429",-3.30%,4.60%,15.49%
34003,Bergen County,New Jersey,"825,380","884,179","905,143","936,692",3.50%,5.61%,11.88%
34005,Burlington County,New Jersey,"395,066","423,329","448,730","445,384",-0.70%,4.95%,11.30%
34007,Camden County,New Jersey,"502,824","507,075","513,719","507,078",-1.30%,0.00%,0.84%
34009,Cape May County,New Jersey,"95,089","102,323","97,261","92,560",-4.80%,-10.55%,-2.73%
34011,Cumberland County,New Jersey,"138,053","146,454","156,633","150,972",-3.60%,2.99%,8.56%
34013,Essex County,New Jersey,"777,964","792,235","783,885","799,767",2.00%,0.94%,2.73%
34015,Gloucester County,New Jersey,"230,082","255,946","288,570","291,408",1.00%,12.17%,21.04%
34017,Hudson County,New Jersey,"553,099","609,041","634,245","676,061",6.60%,9.91%,18.19%
34019,Hunterdon County,New Jersey,"107,852","122,110","127,357","124,714",-2.10%,2.09%,13.52%
34021,Mercer County,New Jersey,"325,759","350,773","367,511","369,811",0.60%,5.15%,11.91%
34023,Middlesex County,New Jersey,"671,712","750,275","809,924","829,685",2.40%,9.57%,19.04%
34025,Monmouth County,New Jersey,"553,192","615,253","630,374","621,354",-1.40%,0.98%,10.97%
34027,Morris County,New Jersey,"421,330","470,277","492,314","494,228",0.40%,4.85%,14.75%
34029,Ocean County,New Jersey,"433,203","510,950","576,546","601,651",4.40%,15.08%,28.00%
34031,Passaic County,New Jersey,"470,872","490,285","501,609","503,310",0.30%,2.59%,6.44%
34033,Salem County,New Jersey,"65,294","64,272","66,066","62,607",-5.20%,-2.66%,-4.29%
34035,Somerset County,New Jersey,"240,222","297,544","323,433","331,164",2.40%,10.15%,27.46%
34037,Sussex County,New Jersey,"130,936","144,343","148,909","140,799",-5.40%,-2.52%,7.01%
34039,Union County,New Jersey,"493,819","522,507","536,567","558,067",4.00%,6.37%,11.51%
34041,Warren County,New Jersey,"91,675","102,383","108,645","105,779",-2.60%,3.21%,13.33%
33001,Belknap County,New Hampshire,"49,216","56,268","60,073","61,022",1.60%,7.79%,19.35%
33003,Carroll County,New Hampshire,"35,410","43,697","47,825","48,779",2.00%,10.42%,27.41%
33005,Cheshire County,New Hampshire,"70,121","73,811","77,122","76,493",-0.80%,3.51%,8.33%
33007,Coos County,New Hampshire,"34,828","33,089","33,052","31,589",-4.40%,-4.75%,-10.25%
33009,Grafton County,New Hampshire,"74,929","81,764","89,137","89,786",0.70%,8.93%,16.55%
33011,Hillsborough County,New Hampshire,"335,838","380,856","400,699","415,247",3.60%,8.28%,19.12%
33013,Merrimack County,New Hampshire,"120,240","136,264","146,457","151,132",3.20%,9.84%,20.44%
33015,Rockingham County,New Hampshire,"245,845","277,388","295,211","309,176",4.70%,10.28%,20.48%
33017,Strafford County,New Hampshire,"104,233","112,235","123,149","130,090",5.60%,13.73%,19.88%
33019,Sullivan County,New Hampshire,"38,592","40,435","43,739","43,144",-1.40%,6.28%,10.55%
32001,Churchill County,Nevada,"17,938","23,984","24,877","24,440",-1.80%,1.87%,26.60%
32003,Clark County,Nevada,"741,368","1,375,741","1,951,271","2,231,647",14.40%,38.35%,66.78%
32005,Douglas County,Nevada,"27,637","41,245","46,997","48,467",3.10%,14.90%,42.98%
32007,Elko County,Nevada,"33,463","45,287","48,942","52,460",7.20%,13.67%,36.21%
32009,Esmeralda County,Nevada,"1,344",971,784,826,5.40%,-17.55%,-62.71%
32011,Eureka County,Nevada,"1,547","1,651","1,987","2,003",0.80%,17.57%,22.77%
32013,Humboldt County,Nevada,"12,844","16,081","16,521","16,786",1.60%,4.20%,23.48%
32015,Lander County,Nevada,"6,266","5,790","5,775","5,575",-3.50%,-3.86%,-12.39%
32017,Lincoln County,Nevada,"3,775","4,165","5,339","5,201",-2.60%,19.92%,27.42%
32019,Lyon County,Nevada,"20,001","34,503","51,980","55,808",7.40%,38.18%,64.16%
32021,Mineral County,Nevada,"6,475","5,070","4,770","4,514",-5.40%,-12.32%,-43.44%
32023,Nye County,Nevada,"17,781","32,522","43,945","45,346",3.20%,28.28%,60.79%
32027,Pershing County,Nevada,"4,336","6,711","6,752","6,666",-1.30%,-0.68%,34.95%
32029,Storey County,Nevada,"2,526","3,408","4,014","4,029",0.40%,15.41%,37.30%
32031,Washoe County,Nevada,"254,667","339,473","421,425","465,735",10.50%,27.11%,45.32%
32033,White Pine County,Nevada,"9,264","9,171","10,026","9,475",-5.50%,3.21%,2.23%
32510,Carson City,Nevada,"40,443","52,477","55,274","55,414",0.30%,5.30%,27.02%
31001,Adams County,Nebraska,"29,625","31,150","31,367","31,511",0.50%,1.15%,5.99%
31003,Antelope County,Nebraska,"7,965","7,447","6,685","6,336",-5.20%,-17.53%,-25.71%
31005,Arthur County,Nebraska,462,444,460,465,1.10%,4.52%,0.65%
31007,Banner County,Nebraska,852,815,690,730,5.80%,-11.64%,-16.71%
31009,Blaine County,Nebraska,675,583,478,476,-0.40%,-22.48%,-41.81%
31011,Boone County,Nebraska,"6,667","6,259","5,505","5,239",-4.80%,-19.47%,-27.26%
31013,Box Butte County,Nebraska,"13,130","12,159","11,308","10,772",-4.70%,-12.88%,-21.89%
31015,Boyd County,Nebraska,"2,835","2,443","2,099","1,955",-6.90%,-24.96%,-45.01%
31017,Brown County,Nebraska,"3,657","3,525","3,143","2,973",-5.40%,-18.57%,-23.01%
31019,Buffalo County,Nebraska,"37,447","42,232","46,099","49,615",7.60%,14.88%,24.52%
31021,Burt County,Nebraska,"7,868","7,791","6,858","6,488",-5.40%,-20.08%,-21.27%
31023,Butler County,Nebraska,"8,601","8,857","8,395","8,058",-4.00%,-9.92%,-6.74%
31025,Cass County,Nebraska,"21,318","24,319","25,241","26,159",3.60%,7.03%,18.51%
31027,Cedar County,Nebraska,"10,131","9,626","8,852","8,446",-4.60%,-13.97%,-19.95%
31029,Chase County,Nebraska,"4,381","4,068","3,966","3,977",0.30%,-2.29%,-10.16%
31031,Cherry County,Nebraska,"6,307","6,149","5,713","5,761",0.80%,-6.73%,-9.48%
31033,Cheyenne County,Nebraska,"9,494","9,833","9,998","9,310",-6.90%,-5.62%,-1.98%
31035,Clay County,Nebraska,"7,123","7,036","6,539","6,214",-5.00%,-13.23%,-14.63%
31037,Colfax County,Nebraska,"9,139","10,434","10,515","10,881",3.50%,4.11%,16.01%
31039,Cuming County,Nebraska,"10,117","10,203","9,139","8,940",-2.20%,-14.13%,-13.17%
31041,Custer County,Nebraska,"12,270","11,794","10,943","10,840",-0.90%,-8.80%,-13.19%
31043,Dakota County,Nebraska,"16,742","20,265","21,006","20,083",-4.40%,-0.91%,16.64%
31045,Dawes County,Nebraska,"9,021","9,060","9,182","8,716",-5.10%,-3.95%,-3.50%
31047,Dawson County,Nebraska,"19,940","24,370","24,326","23,709",-2.50%,-2.79%,15.90%
31049,Deuel County,Nebraska,"2,237","2,089","1,932","1,825",-5.50%,-14.47%,-22.58%
31051,Dixon County,Nebraska,"6,143","6,277","6,000","5,709",-4.90%,-9.95%,-7.60%
31053,Dodge County,Nebraska,"34,500","36,150","36,685","36,791",0.30%,1.74%,6.23%
31055,Douglas County,Nebraska,"416,444","463,567","517,114","566,880",9.60%,18.22%,26.54%
31057,Dundy County,Nebraska,"2,582","2,292","2,008","1,770",-11.90%,-29.49%,-45.88%
31059,Fillmore County,Nebraska,"7,103","6,634","5,890","5,527",-6.20%,-20.03%,-28.51%
31061,Franklin County,Nebraska,"3,938","3,569","3,225","3,023",-6.30%,-18.06%,-30.27%
31063,Frontier County,Nebraska,"3,101","3,089","2,756","2,608",-5.40%,-18.44%,-18.90%
31065,Furnas County,Nebraska,"5,553","5,324","4,959","4,715",-4.90%,-12.92%,-17.77%
31067,Gage County,Nebraska,"22,794","22,992","22,311","21,493",-3.70%,-6.97%,-6.05%
31069,Garden County,Nebraska,"2,460","2,294","2,057","1,897",-7.80%,-20.93%,-29.68%
31071,Garfield County,Nebraska,"2,141","1,902","2,049","1,987",-3.00%,4.28%,-7.75%
31073,Gosper County,Nebraska,"1,928","2,143","2,044","1,996",-2.30%,-7.36%,3.41%
31075,Grant County,Nebraska,769,735,614,660,7.50%,-11.36%,-16.52%
31077,Greeley County,Nebraska,"3,006","2,714","2,538","2,356",-7.20%,-15.20%,-27.59%
31079,Hall County,Nebraska,"48,925","53,577","58,607","61,607",5.10%,13.03%,20.59%
31081,Hamilton County,Nebraska,"8,862","9,408","9,114","9,280",1.80%,-1.38%,4.50%
31083,Harlan County,Nebraska,"3,810","3,783","3,417","3,401",-0.50%,-11.23%,-12.03%
31085,Hayes County,Nebraska,"1,222","1,068",960,916,-4.60%,-16.59%,-33.41%
31087,Hitchcock County,Nebraska,"3,750","3,110","2,908","2,806",-3.50%,-10.83%,-33.64%
31089,Holt County,Nebraska,"12,599","11,544","10,435","10,178",-2.50%,-13.42%,-23.79%
31091,Hooker County,Nebraska,793,783,736,682,-7.30%,-14.81%,-16.28%
31093,Howard County,Nebraska,"6,057","6,561","6,274","6,468",3.10%,-1.44%,6.35%
31095,Jefferson County,Nebraska,"8,759","8,340","7,547","7,097",-6.00%,-17.51%,-23.42%
31097,Johnson County,Nebraska,"4,673","4,488","5,217","5,134",-1.60%,12.58%,8.98%
31099,Kearney County,Nebraska,"6,629","6,887","6,489","6,544",0.80%,-5.24%,-1.30%
31101,Keith County,Nebraska,"8,584","8,868","8,368","8,021",-4.10%,-10.56%,-7.02%
31103,Keya Paha County,Nebraska,"1,029",985,824,810,-1.70%,-21.60%,-27.04%
31105,Kimball County,Nebraska,"4,108","4,085","3,821","3,618",-5.30%,-12.91%,-13.54%
31107,Knox County,Nebraska,"9,564","9,370","8,701","8,419",-3.20%,-11.30%,-13.60%
31109,Lancaster County,Nebraska,"213,641","250,307","285,407","317,272",11.20%,21.11%,32.66%
31111,Lincoln County,Nebraska,"32,508","34,630","36,288","35,185",-3.00%,1.58%,7.61%
31113,Logan County,Nebraska,878,774,763,749,-1.80%,-3.34%,-17.22%
31115,Loup County,Nebraska,683,712,628,618,-1.60%,-15.21%,-10.52%
31117,McPherson County,Nebraska,546,533,539,492,-8.70%,-8.33%,-10.98%
31119,Madison County,Nebraska,"32,655","35,254","34,876","35,392",1.50%,0.39%,7.73%
31121,Merrick County,Nebraska,"8,062","8,189","7,855","7,733",-1.60%,-5.90%,-4.25%
31123,Morrill County,Nebraska,"5,423","5,443","5,042","4,686",-7.10%,-16.15%,-15.73%
31125,Nance County,Nebraska,"4,275","4,042","3,735","3,532",-5.40%,-14.44%,-21.04%
31127,Nemaha County,Nebraska,"7,980","7,580","7,248","6,958",-4.00%,-8.94%,-14.69%
31129,Nuckolls County,Nebraska,"5,786","5,056","4,500","4,195",-6.80%,-20.52%,-37.93%
31131,Otoe County,Nebraska,"14,252","15,402","15,740","15,985",1.60%,3.65%,10.84%
31133,Pawnee County,Nebraska,"3,317","3,089","2,773","2,632",-5.10%,-17.36%,-26.03%
31135,Perkins County,Nebraska,"3,367","3,199","2,970","2,929",-1.40%,-9.22%,-14.95%
31137,Phelps County,Nebraska,"9,715","9,746","9,188","8,996",-2.10%,-8.34%,-7.99%
31139,Pierce County,Nebraska,"7,827","7,843","7,266","7,142",-1.70%,-9.82%,-9.59%
31141,Platte County,Nebraska,"29,820","31,574","32,237","33,363",3.50%,5.36%,10.62%
31143,Polk County,Nebraska,"5,655","5,629","5,406","5,278",-2.40%,-6.65%,-7.14%
31145,Red Willow County,Nebraska,"11,705","11,456","11,055","10,726",-3.00%,-6.81%,-9.13%
31147,Richardson County,Nebraska,"9,937","9,531","8,363","7,937",-5.10%,-20.08%,-25.20%
31149,Rock County,Nebraska,"2,019","1,754","1,528","1,360",-11.00%,-28.97%,-48.46%
31151,Saline County,Nebraska,"12,715","13,858","14,200","14,350",1.10%,3.43%,11.39%
31153,Sarpy County,Nebraska,"102,583","122,633","158,835","184,459",16.10%,33.52%,44.39%
31155,Saunders County,Nebraska,"18,285","19,827","20,778","21,303",2.50%,6.93%,14.17%
31157,Scotts Bluff County,Nebraska,"36,025","36,952","36,970","35,989",-2.70%,-2.68%,-0.10%
31159,Seward County,Nebraska,"15,450","16,491","16,750","17,318",3.40%,4.78%,10.79%
31161,Sheridan County,Nebraska,"6,750","6,186","5,469","5,190",-5.10%,-19.19%,-30.06%
31163,Sherman County,Nebraska,"3,718","3,312","3,152","3,038",-3.60%,-9.02%,-22.38%
31165,Sioux County,Nebraska,"1,549","1,475","1,311","1,187",-9.50%,-24.26%,-30.50%
31167,Stanton County,Nebraska,"6,244","6,453","6,128","5,970",-2.60%,-8.09%,-4.59%
31169,Thayer County,Nebraska,"6,635","6,042","5,228","5,039",-3.60%,-19.90%,-31.67%
31171,Thomas County,Nebraska,851,728,647,720,11.30%,-1.11%,-18.19%
31173,Thurston County,Nebraska,"6,936","7,167","6,939","7,303",5.20%,1.86%,5.03%
31175,Valley County,Nebraska,"5,169","4,651","4,260","4,190",-1.60%,-11.00%,-23.37%
31177,Washington County,Nebraska,"16,607","18,787","20,234","20,667",2.10%,9.10%,19.64%
31179,Wayne County,Nebraska,"9,364","9,890","9,595","9,403",-2.00%,-5.18%,0.41%
31181,Webster County,Nebraska,"4,279","4,055","3,812","3,533",-7.30%,-14.77%,-21.12%
31183,Wheeler County,Nebraska,948,888,818,805,-1.60%,-10.31%,-17.76%
31185,York County,Nebraska,"14,428","14,602","13,665","13,772",0.80%,-6.03%,-4.76%
30001,Beaverhead County,Montana,"8,424","9,192","9,246","9,404",1.70%,2.25%,10.42%
30003,Big Horn County,Montana,"11,337","12,676","12,865","13,338",3.70%,4.96%,15.00%
30005,Blaine County,Montana,"6,728","7,009","6,491","6,807",4.90%,-2.97%,1.16%
30007,Broadwater County,Montana,"3,318","4,380","5,607","6,085",8.50%,28.02%,45.47%
30009,Carbon County,Montana,"8,080","9,545","10,078","10,714",6.30%,10.91%,24.58%
30011,Carter County,Montana,"1,503","1,358","1,160","1,238",6.70%,-9.69%,-21.41%
30013,Cascade County,Montana,"77,691","80,356","81,323","81,643",0.40%,1.58%,4.84%
30015,Chouteau County,Montana,"5,452","5,962","5,813","5,745",-1.20%,-3.78%,5.10%
30017,Custer County,Montana,"11,697","11,694","11,699","11,586",-1.00%,-0.93%,-0.96%
30019,Daniels County,Montana,"2,266","2,017","1,751","1,747",-0.20%,-15.46%,-29.71%
30021,Dawson County,Montana,"9,505","9,059","8,963","8,680",-3.20%,-4.37%,-9.50%
30023,Deer Lodge County,Montana,"10,356","9,416","9,292","9,131",-1.70%,-3.12%,-13.42%
30025,Fallon County,Montana,"3,103","2,835","2,890","2,920",1.00%,2.91%,-6.27%
30027,Fergus County,Montana,"12,083","11,905","11,593","11,113",-4.10%,-7.13%,-8.73%
30029,Flathead County,Montana,"59,218","74,507","90,927","102,106",12.30%,27.03%,42.00%
30031,Gallatin County,Montana,"50,484","67,837","89,513","111,876",25.00%,39.36%,54.88%
30033,Garfield County,Montana,"1,589","1,279","1,209","1,268",4.90%,-0.87%,-25.32%
30035,Glacier County,Montana,"12,121","13,240","13,399","13,747",2.60%,3.69%,11.83%
30037,Golden Valley County,Montana,912,"1,040",884,826,-6.60%,-25.91%,-10.41%
30039,Granite County,Montana,"2,548","2,841","3,079","3,378",9.70%,15.90%,24.57%
30041,Hill County,Montana,"17,654","16,671","16,096","16,347",1.60%,-1.98%,-8.00%
30043,Jefferson County,Montana,"7,939","10,034","11,403","12,097",6.10%,17.05%,34.37%
30045,Judith Basin County,Montana,"2,282","2,326","2,072","1,952",-5.80%,-19.16%,-16.91%
30047,Lake County,Montana,"21,041","26,482","28,746","30,250",5.20%,12.46%,30.44%
30049,Lewis and Clark County,Montana,"47,495","55,716","63,395","68,700",8.40%,18.90%,30.87%
30051,Liberty County,Montana,"2,295","2,158","2,339","2,430",3.90%,11.19%,5.56%
30053,Lincoln County,Montana,"17,481","18,820","19,683","19,794",0.60%,4.92%,11.69%
30055,McCone County,Montana,"2,276","1,971","1,734","1,675",-3.40%,-17.67%,-35.88%
30057,Madison County,Montana,"5,989","6,848","7,691","8,768",14.00%,21.90%,31.69%
30059,Meagher County,Montana,"1,819","1,928","1,891","1,866",-1.30%,-3.32%,2.52%
30061,Mineral County,Montana,"3,315","3,871","4,226","4,316",2.10%,10.31%,23.19%
30063,Missoula County,Montana,"78,687","95,803","109,296","118,791",8.70%,19.35%,33.76%
30065,Musselshell County,Montana,"4,106","4,492","4,538","4,651",2.50%,3.42%,11.72%
30067,Park County,Montana,"14,515","15,694","15,636","16,736",7.00%,6.23%,13.27%
30069,Petroleum County,Montana,519,493,488,513,5.10%,3.90%,-1.17%
30071,Phillips County,Montana,"5,163","4,601","4,252","4,074",-4.20%,-12.94%,-26.73%
30073,Pondera County,Montana,"6,433","6,425","6,155","5,972",-3.00%,-7.59%,-7.72%
30075,Powder River County,Montana,"2,090","1,858","1,743","1,716",-1.50%,-8.28%,-21.79%
30077,Powell County,Montana,"6,620","7,185","7,034","6,968",-0.90%,-3.11%,4.99%
30079,Prairie County,Montana,"1,383","1,199","1,179","1,087",-7.80%,-10.30%,-27.23%
30081,Ravalli County,Montana,"25,010","36,093","40,212","43,172",7.40%,16.40%,42.07%
30083,Richland County,Montana,"10,716","9,666","9,746","10,913",12.00%,11.43%,1.81%
30085,Roosevelt County,Montana,"10,999","10,632","10,425","11,059",6.10%,3.86%,0.54%
30087,Rosebud County,Montana,"10,505","9,389","9,235","9,063",-1.90%,-3.60%,-15.91%
30089,Sanders County,Montana,"8,669","10,238","11,413","11,844",3.80%,13.56%,26.81%
30091,Sheridan County,Montana,"4,732","4,105","3,384","3,424",1.20%,-19.89%,-38.20%
30093,Silver Bow County,Montana,"33,941","34,625","34,209","34,993",2.30%,1.05%,3.01%
30095,Stillwater County,Montana,"6,536","8,221","9,105","9,534",4.70%,13.77%,31.45%
30097,Sweet Grass County,Montana,"3,154","3,601","3,652","3,710",1.60%,2.94%,14.99%
30099,Teton County,Montana,"6,271","6,449","6,071","6,162",1.50%,-4.66%,-1.77%
30101,Toole County,Montana,"5,046","5,255","5,324","4,853",-8.80%,-8.28%,-3.98%
30103,Treasure County,Montana,874,857,718,679,-5.40%,-26.22%,-28.72%
30105,Valley County,Montana,"8,239","7,673","7,369","7,437",0.90%,-3.17%,-10.78%
30107,Wheatland County,Montana,"2,246","2,259","2,168","2,236",3.10%,-1.03%,-0.45%
30109,Wibaux County,Montana,"1,191","1,067","1,017","1,034",1.70%,-3.19%,-15.18%
30111,Yellowstone County,Montana,"113,419","129,347","147,982","160,137",8.20%,19.23%,29.17%
29001,Adair County,Missouri,"24,577","24,968","25,604","25,339",-1.00%,1.46%,3.01%
29003,Andrew County,Missouri,"14,632","16,489","17,297","17,607",1.80%,6.35%,16.90%
29005,Atchison County,Missouri,"7,457","6,424","5,685","5,171",-9.00%,-24.23%,-44.21%
29007,Audrain County,Missouri,"23,599","25,857","25,529","25,473",-0.20%,-1.51%,7.36%
29009,Barry County,Missouri,"27,547","33,980","35,603","35,886",0.80%,5.31%,23.24%
29011,Barton County,Missouri,"11,312","12,543","12,400","11,798",-4.90%,-6.31%,4.12%
29013,Bates County,Missouri,"15,025","16,648","17,049","16,320",-4.30%,-2.01%,7.94%
29015,Benton County,Missouri,"13,859","17,141","19,056","19,278",1.20%,11.09%,28.11%
29017,Bollinger County,Missouri,"10,619","12,012","12,363","12,169",-1.60%,1.29%,12.74%
29019,Boone County,Missouri,"112,379","135,477","162,645","180,005",10.70%,24.74%,37.57%
29021,Buchanan County,Missouri,"83,083","86,013","89,190","88,571",-0.70%,2.89%,6.20%
29023,Butler County,Missouri,"38,765","40,864","42,794","42,639",-0.40%,4.16%,9.09%
29025,Caldwell County,Missouri,"8,380","8,964","9,424","9,108",-3.40%,1.58%,7.99%
29027,Callaway County,Missouri,"32,809","40,762","44,334","44,889",1.30%,9.19%,26.91%
29029,Camden County,Missouri,"27,495","36,807","44,017","45,815",4.10%,19.66%,39.99%
29031,Cape Girardeau County,Missouri,"61,633","68,691","75,673","78,753",4.10%,12.78%,21.74%
29033,Carroll County,Missouri,"10,748","10,289","9,295","8,743",-5.90%,-17.68%,-22.93%
29035,Carter County,Missouri,"5,515","5,940","6,265","6,054",-3.40%,1.88%,8.90%
29037,Cass County,Missouri,"63,808","82,123","99,505","104,954",5.50%,21.75%,39.20%
29039,Cedar County,Missouri,"12,093","13,713","13,982","14,165",1.30%,3.19%,14.63%
29041,Chariton County,Missouri,"9,202","8,436","7,830","7,451",-4.80%,-13.22%,-23.50%
29043,Christian County,Missouri,"32,644","54,303","77,417","86,983",12.40%,37.57%,62.47%
29045,Clark County,Missouri,"7,547","7,416","7,129","6,842",-4.00%,-8.39%,-10.30%
29047,Clay County,Missouri,"153,411","183,941","221,943","246,365",11.00%,25.34%,37.73%
29049,Clinton County,Missouri,"16,595","19,002","20,743","20,470",-1.30%,7.17%,18.93%
29051,Cole County,Missouri,"63,579","71,423","75,975","76,796",1.10%,7.00%,17.21%
29053,Cooper County,Missouri,"14,835","16,668","17,604","17,603",0.00%,5.31%,15.72%
29055,Crawford County,Missouri,"19,173","22,785","24,703","23,957",-3.00%,4.89%,19.97%
29057,Dade County,Missouri,"7,449","7,920","7,882","7,569",-4.00%,-4.64%,1.59%
29059,Dallas County,Missouri,"12,646","15,725","16,770","16,762",0.00%,6.19%,24.56%
29061,Daviess County,Missouri,"7,865","8,012","8,433","8,313",-1.40%,3.62%,5.39%
29063,DeKalb County,Missouri,"9,967","13,090","12,892","12,630",-2.00%,-3.64%,21.08%
29065,Dent County,Missouri,"13,702","14,926","15,656","15,441",-1.40%,3.34%,11.26%
29067,Douglas County,Missouri,"11,876","13,082","13,684","13,373",-2.30%,2.18%,11.19%
29069,Dunklin County,Missouri,"33,112","33,184","31,953","29,423",-7.90%,-12.78%,-12.54%
29071,Franklin County,Missouri,"80,603","93,820","101,495","103,670",2.10%,9.50%,22.25%
29073,Gasconade County,Missouri,"14,006","15,350","15,213","14,705",-3.30%,-4.39%,4.75%
29075,Gentry County,Missouri,"6,854","6,867","6,740","6,628",-1.70%,-3.61%,-3.41%
29077,Greene County,Missouri,"207,949","240,460","275,178","291,923",6.10%,17.63%,28.77%
29079,Grundy County,Missouri,"10,536","10,420","10,261","9,914",-3.40%,-5.10%,-6.27%
29081,Harrison County,Missouri,"8,469","8,856","8,957","8,414",-6.10%,-5.25%,-0.65%
29083,Henry County,Missouri,"20,044","22,005","22,270","21,792",-2.10%,-0.98%,8.02%
29085,Hickory County,Missouri,"7,335","8,922","9,627","9,509",-1.20%,6.17%,22.86%
29087,Holt County,Missouri,"6,034","5,354","4,912","4,404",-10.30%,-21.57%,-37.01%
29089,Howard County,Missouri,"9,631","10,208","10,144","10,137",-0.10%,-0.70%,4.99%
29091,Howell County,Missouri,"31,447","37,273","40,398","40,076",-0.80%,6.99%,21.53%
29093,Iron County,Missouri,"10,726","10,676","10,630","10,177",-4.30%,-4.90%,-5.39%
29095,Jackson County,Missouri,"633,234","654,941","674,134","700,307",3.90%,6.48%,9.58%
29097,Jasper County,Missouri,"90,465","104,704","117,391","120,636",2.80%,13.21%,25.01%
29099,Jefferson County,Missouri,"171,380","198,362","218,708","224,347",2.60%,11.58%,23.61%
29101,Johnson County,Missouri,"42,514","48,270","52,595","53,652",2.00%,10.03%,20.76%
29103,Knox County,Missouri,"4,482","4,360","4,131","3,947",-4.50%,-10.46%,-13.55%
29105,Laclede County,Missouri,"27,158","32,532","35,571","35,713",0.40%,8.91%,23.95%
29107,Lafayette County,Missouri,"31,107","32,939","33,370","32,598",-2.30%,-1.05%,4.57%
29109,Lawrence County,Missouri,"30,236","35,216","38,641","38,359",-0.70%,8.19%,21.18%
29111,Lewis County,Missouri,"10,233","10,487","10,209","9,855",-3.50%,-6.41%,-3.84%
29113,Lincoln County,Missouri,"28,892","38,916","52,565","57,686",9.70%,32.54%,49.92%
29115,Linn County,Missouri,"13,885","13,754","12,761","12,037",-5.70%,-14.26%,-15.35%
29117,Livingston County,Missouri,"14,592","14,562","15,195","15,146",-0.30%,3.86%,3.66%
29119,McDonald County,Missouri,"16,938","21,684","23,083","23,078",0.00%,6.04%,26.61%
29121,Macon County,Missouri,"15,345","15,760","15,566","15,153",-2.70%,-4.01%,-1.27%
29123,Madison County,Missouri,"11,127","11,851","12,224","12,188",-0.30%,2.77%,8.71%
29125,Maries County,Missouri,"7,976","8,924","9,180","8,769",-4.50%,-1.77%,9.04%
29127,Marion County,Missouri,"27,682","28,267","28,781","28,592",-0.70%,1.14%,3.18%
29129,Mercer County,Missouri,"3,723","3,756","3,785","3,641",-3.80%,-3.16%,-2.25%
29131,Miller County,Missouri,"20,700","23,562","24,752","25,336",2.40%,7.00%,18.30%
29133,Mississippi County,Missouri,"14,442","13,430","14,358","13,336",-7.10%,-0.70%,-8.29%
29135,Moniteau County,Missouri,"12,298","14,829","15,605","16,121",3.30%,8.01%,23.71%
29137,Monroe County,Missouri,"9,104","9,320","8,840","8,664",-2.00%,-7.57%,-5.08%
29139,Montgomery County,Missouri,"11,355","12,140","12,234","11,534",-5.70%,-5.25%,1.55%
